"seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"18",75826040,75826439,400,"*","*",-0.190209607,"Distal Intergenic",18,75844925,75868252,23328,2,"ENSG00000266460","ENST00000581971",41813,NA,NA,NA
"10",48399244,48399643,400,"*","*",-0.190335834,"Promoter (1-2kb)",10,48401612,48439357,37746,1,"ENSG00000107643","ENST00000360332",-1969,"5599","MAPK8","mitogen-activated protein kinase 8"
"4",108109548,108109947,400,"*","*",-0.190335834,"Intron (ENST00000379951/ENSG00000138795, intron 3 of 9)",4,108048169,108083413,35245,2,"ENSG00000138795","ENST00000505379",-26135,"51176","LEF1","lymphoid enhancer binding factor 1"
"5",154737695,154738094,400,"*","*",-0.190335834,"Intron (ENST00000687700/ENSG00000155506, intron 1 of 18)",5,154729231,154729694,464,1,"ENSG00000241187","ENST00000463655",8464,"100271172","RPL21P57","ribosomal protein L21 pseudogene 57"
"X",42023062,42023461,400,"*","*",-0.190335834,"Distal Intergenic",23,42047883,42054836,6954,2,"ENSG00000233103","ENST00000437466",31375,NA,NA,NA
"6",130286719,130287118,400,"*","*",-0.190477247,"Promoter (<=1kb)",6,130221526,130286245,64720,2,"ENSG00000164483","ENST00000529119",-474,"154075","SAMD3","sterile alpha motif domain containing 3"
"14",71183322,71183721,400,"*","*",-0.190404593,"Promoter (1-2kb)",14,71181456,71182106,651,1,"ENSG00000259907","ENST00000561794",1866,NA,NA,NA
"17",76643002,76643401,400,"*","*",-0.190404593,"Promoter (<=1kb)",17,76629395,76643660,14266,2,"ENSG00000070526","ENST00000589813",259,"55808","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
"19",30786454,30786853,400,"*","*",-0.190404593,"Distal Intergenic",19,30850975,30872507,21533,1,"ENSG00000267081","ENST00000585364",-64122,NA,NA,NA
"2",118843362,118843761,400,"*","*",-0.190283415,"Promoter (<=1kb)",2,118843235,118844352,1118,2,"ENSG00000163064","ENST00000546667",591,"2019","EN1","engrailed homeobox 1"
"6",105669542,105669941,400,"*","*",-0.190283415,"Distal Intergenic",6,105666326,105667998,1673,1,"ENSG00000219088","ENST00000404930",3216,NA,NA,NA
"12",62259985,62260384,400,"*","*",0.091444534,"Promoter (<=1kb)",12,62260338,62416389,156052,1,"ENSG00000135655","ENST00000353364",0,"9958","USP15","ubiquitin specific peptidase 15"
"8",46189674,46190073,400,"*","*",0.442340387,"Distal Intergenic",8,46028804,46028892,89,2,"ENSG00000276685","ENST00000618609",-160782,NA,NA,NA
"7",55047069,55047468,400,"*","*",-0.30478423,"Intron (ENST00000344576/ENSG00000146648, intron 1 of 15)",7,55019151,55119401,100251,1,"ENSG00000146648","ENST00000463948",27918,"1956","EGFR","epidermal growth factor receptor"
"2",208600311,208600710,400,"*","*",-0.309813682,"Intron (ENST00000419079/ENSG00000144407, intron 3 of 6)",2,208516908,208517230,323,1,"ENSG00000232409","ENST00000438805",83403,NA,NA,NA
"1",24642977,24643376,400,"*","*",0.097486508,"Promoter (<=1kb)",1,24643272,24647588,4317,1,"ENSG00000133226","ENST00000466910",0,"10250","SRRM1","serine and arginine repetitive matrix 1"
"3",12963802,12964201,400,"*","*",-0.135872127,"Intron (ENST00000613206/ENSG00000144711, intron 1 of 13)",3,12960277,12967460,7184,2,"ENSG00000144711","ENST00000474467",3259,"9922","IQSEC1","IQ motif and Sec7 domain ArfGEF 1"
"4",49102357,49102756,400,"*","*",-0.13596252,"Distal Intergenic",4,49028692,49031276,2585,1,"ENSG00000109182","ENST00000507372",73665,"80157","CWH43","cell wall biogenesis 43 C-terminal homolog"
"22",40408684,40409083,400,"*","*",-0.135969009,"Promoter (<=1kb)",22,40408794,40410118,1325,1,"ENSG00000100359","ENST00000417424",0,"27352","SGSM3","small G protein signaling modulator 3"
"1",11735881,11736280,400,"*","*",-0.135999581,"Promoter (<=1kb)",1,11736084,11750710,14627,1,"ENSG00000177674","ENST00000376637",0,"57085","AGTRAP","angiotensin II receptor associated protein"
"1",107965679,107966078,400,"*","*",-0.13632227,"Promoter (<=1kb)",1,107571161,107965180,394020,2,"ENSG00000134215","ENST00000370056",-499,"10451","VAV3","vav guanine nucleotide exchange factor 3"
"15",56733008,56733407,400,"*","*",-0.13632227,"Promoter (<=1kb)",15,56697763,56733494,35732,2,"ENSG00000137871","ENST00000558320",87,"54816","ZNF280D","zinc finger protein 280D"
"12",120495873,120496272,400,"*","*",-0.095424499,"Promoter (<=1kb)",12,120496082,120496896,815,1,"ENSG00000088986","ENST00000548214",0,"8655","DYNLL1","dynein light chain LC8-type 1"
"19",50804753,50805152,400,"*","*",-0.100314581,"Promoter (<=1kb)",19,50797687,50804929,7243,2,"ENSG00000167747","ENST00000641834",0,"84798","C19orf48P","multidrug resistance-related protein"
"4",129020422,129020821,400,"*","*",-0.376353014,"Intron (ENST00000651532/ENSG00000151466, intron 5 of 22)",4,129041766,129041877,112,1,"ENSG00000281369","ENST00000579042",-20945,NA,NA,NA
"1",12332968,12333367,400,"*","*",-0.302783009,"Exon (ENST00000620676/ENSG00000048707, exon 38 of 70)",1,12342805,12348973,6169,1,"ENSG00000048707","ENST00000643711",-9438,"55187","VPS13D","vacuolar protein sorting 13 homolog D"
"2",31528381,31528780,400,"*","*",-0.302783009,"Promoter (1-2kb)",2,31526942,31563464,36523,1,"ENSG00000228563","ENST00000435713",1439,NA,NA,NA
"4",39638827,39639226,400,"*","*",0.110155544,"Promoter (<=1kb)",4,39546336,39638865,92530,2,"ENSG00000163683","ENST00000295958",0,"201895","SMIM14","small integral membrane protein 14"
"6",145734844,145735243,400,"*","*",0.110274663,"Promoter (<=1kb)",6,145625306,145735276,109971,2,"ENSG00000112425","ENST00000638554",33,"7957","EPM2A","EPM2A glucan phosphatase, laforin"
"3",57765854,57766253,400,"*","*",0.537840801,"Intron (ENST00000295951/ENSG00000163681, intron 2 of 21)",3,57757558,57928948,171391,1,"ENSG00000163681","ENST00000449503",8296,"7871","SLMAP","sarcolemma associated protein"
"2",197375908,197376307,400,"*","*",0.165938533,"Distal Intergenic",2,197379701,197380892,1192,2,"ENSG00000213104","ENST00000399556",4585,NA,NA,NA
"11",111541839,111542238,400,"*","*",0.165951142,"Promoter (<=1kb)",11,111541552,111551416,9865,1,"ENSG00000204381","ENST00000528102",287,"143903","LAYN","layilin"
"5",2739717,2740116,400,"*","*",0.165968719,"Promoter (1-2kb)",5,2736662,2737759,1098,2,"ENSG00000259757","ENST00000560688",-1958,NA,NA,NA
"11",61171889,61172288,400,"*","*",0.165989456,"Distal Intergenic",11,61138196,61161615,23420,2,"ENSG00000167987","ENST00000535818",-10274,"55048","VPS37C","VPS37C subunit of ESCRT-I"
"5",140514953,140515352,400,"*","*",0.165985802,"Intron (ENST00000297183/ENSG00000131503, intron 24 of 32)",5,140510110,140539849,29740,1,"ENSG00000131503","ENST00000431508",4843,"54882","ANKHD1","ankyrin repeat and KH domain containing 1"
"8",37024632,37025031,400,"*","*",0.165996042,"Distal Intergenic",8,36987977,36988412,436,2,"ENSG00000243503","ENST00000495560",-36220,"100270966","RPL26P25","ribosomal protein L26 pseudogene 25"
"19",49541662,49542061,400,"*","*",0.165992388,"Promoter (<=1kb)",19,49542602,49543633,1032,1,"ENSG00000142552","ENST00000593483",-541,"57333","RCN3","reticulocalbin 3"
"7",26101677,26102076,400,"*","*",0.16600237,"Promoter (<=1kb)",7,26101646,26118068,16423,1,"ENSG00000289053","ENST00000688128",31,NA,NA,NA
"9",109372355,109372754,400,"*","*",0.166008418,"Distal Intergenic",9,109375466,109378980,3515,2,"ENSG00000070159","ENST00000447271",6226,"5774","PTPN3","protein tyrosine phosphatase non-receptor type 3"
"4",4626951,4627350,400,"*","*",0.166018401,"Intron (ENST00000664571/ENSG00000247708, intron 2 of 4)",4,4542418,4545060,2643,1,"ENSG00000247708","ENST00000514763",84533,"100507266","STX18-AS1","STX18 antisense RNA 1 (head to head)"
"3",39426516,39426915,400,"*","*",0.166014166,"Intron (ENST00000662277/ENSG00000286781, intron 2 of 2)",3,39420644,39424870,4227,1,"ENSG00000286996","ENST00000657344",5872,NA,NA,NA
"7",129990270,129990669,400,"*","*",0.166014166,"Intron (ENST00000587038/ENSG00000244036, intron 2 of 4)",7,130008854,130026551,17698,1,"ENSG00000244036","ENST00000480018",-18185,NA,NA,NA
"12",52823583,52823982,400,"*","*",0.166028644,"Promoter (<=1kb)",12,52821744,52823140,1397,2,"ENSG00000185640","ENST00000549255",-443,"338785","KRT79","keratin 79"
"12",64704508,64704907,400,"*","*",0.166028644,"Distal Intergenic",12,64709458,64710513,1056,1,"ENSG00000280181","ENST00000623975",-4551,NA,NA,NA
"2",171173327,171173726,400,"*","*",0.166028644,"Intron (ENST00000521943/ENSG00000198586, intron 1 of 20)",2,170996724,171160900,164177,2,"ENSG00000198586","ENST00000409443",-12427,"9874","TLK1","tousled like kinase 1"
"21",36705793,36706192,400,"*","*",0.166028644,"Promoter (2-3kb)",21,36709181,36745871,36691,1,"ENSG00000159263","ENST00000431229",-2989,"6493","SIM2","SIM bHLH transcription factor 2"
"12",123055392,123055791,400,"*","*",0.16603914,"Intron (ENST00000280562/ENSG00000090975, intron 1 of 24)",12,123034545,123076095,41551,2,"ENSG00000090975","ENST00000541244",20304,"57605","PITPNM2","phosphatidylinositol transfer protein membrane associated 2"
"13",74135192,74135591,400,"*","*",0.166033877,"Promoter (1-2kb)",13,73686089,74133929,447841,2,"ENSG00000118922","ENST00000377669",-1263,"11278","KLF12","KLF transcription factor 12"
"21",46244313,46244712,400,"*","*",0.166033877,"Promoter (2-3kb)",21,46246890,46247682,793,1,"ENSG00000228137","ENST00000444966",-2178,NA,NA,NA
"17",67945091,67945490,400,"*","*",0.166024688,"Promoter (<=1kb)",17,67944270,67945571,1302,1,"ENSG00000171634","ENST00000582406",821,"2186","BPTF","bromodomain PHD finger transcription factor"
"1",229107337,229107736,400,"*","*",0.166056003,"Intron (ENST00000662083/ENSG00000236975, intron 1 of 4)",1,229092815,229094905,2091,2,"ENSG00000236975","ENST00000433734",-12432,NA,NA,NA
"6",37696445,37696844,400,"*","*",0.166049883,"Promoter (<=1kb)",6,37637960,37696811,58852,2,"ENSG00000112139","ENST00000505425",0,"266727","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1"
"12",114341719,114342118,400,"*","*",0.166044129,"Distal Intergenic",12,114366097,114403898,37802,2,"ENSG00000089225","ENST00000526441",61780,"6910","TBX5","T-box transcription factor 5"
"4",100851060,100851459,400,"*","*",0.166044129,"Intron (ENST00000510657/ENSG00000164035, intron 2 of 5)",4,100479972,100880126,400155,2,"ENSG00000164035","ENST00000510657",28667,"51705","EMCN","endomucin"
"2",217051850,217052249,400,"*","*",0.166065394,"Distal Intergenic",2,217061067,217064818,3752,2,"ENSG00000287498","ENST00000664474",12569,NA,NA,NA
"10",114610666,114611065,400,"*","*",0.166059043,"Promoter (<=1kb)",10,114595002,114610717,15716,2,"ENSG00000099204","ENST00000477638",0,"3983","ABLIM1","actin binding LIM protein 1"
"12",98483143,98483542,400,"*","*",0.166059043,"Distal Intergenic",12,98486973,98491086,4114,2,"ENSG00000245017","ENST00000549004",7544,"643770","LINC02453","long intergenic non-protein coding RNA 2453"
"2",160776855,160777254,400,"*","*",0.166069567,"Distal Intergenic",2,160849313,160850676,1364,2,"ENSG00000279844","ENST00000623826",73422,NA,NA,NA
"11",18153226,18153625,400,"*","*",0.166073369,"Promoter (<=1kb)",11,18153277,18154255,979,1,"ENSG00000254857","ENST00000524640",0,"645297","MRGPRX12P","MAS related GPR family member X12, pseudogene"
"5",173644346,173644745,400,"*","*",0.166091366,"Promoter (1-2kb)",5,173642519,173658194,15676,1,"ENSG00000253959","ENST00000523242",1827,"107986480","LINC01863","long intergenic non-protein coding RNA 1863"
"6",43338958,43339357,400,"*","*",0.166091366,"Exon (ENST00000361428/ENSG00000171467, exon 10 of 10)",6,43331489,43342836,11348,2,"ENSG00000171467","ENST00000606599",3479,"24149","ZNF318","zinc finger protein 318"
"8",124474516,124474915,400,"*","*",-0.091792957,"Promoter (<=1kb)",8,124474880,124488618,13739,1,"ENSG00000170881","ENST00000303545",0,"11236","RNF139","ring finger protein 139"
"16",85182914,85183313,400,"*","*",0.11706244,"Intron (ENST00000637419/ENSG00000131149, intron 1 of 2)",16,85171276,85185363,14088,1,"ENSG00000131149","ENST00000574293",11638,"23199","GSE1","Gse1 coiled-coil protein"
"14",103124763,103125162,400,"*","*",0.117129376,"Promoter (1-2kb)",14,103126389,103135651,9263,1,"ENSG00000185215","ENST00000559406",-1227,"7127","TNFAIP2","TNF alpha induced protein 2"
"17",8073603,8074002,400,"*","*",0.117215766,"Promoter (<=1kb)",17,8072781,8074295,1515,2,"ENSG00000179477","ENST00000650441",293,"242","ALOX12B","arachidonate 12-lipoxygenase, 12R type"
"1",209627669,209628068,400,"*","*",0.117276899,"Exon (ENST00000356082/ENSG00000196878, exon 11 of 23)",1,209623444,209623510,67,2,"ENSG00000283876","ENST00000583107",-4159,"100422894","MIR4260","microRNA 4260"
"2",134918427,134918826,400,"*","*",-0.091544856,"Promoter (<=1kb)",2,134918822,134954799,35978,1,"ENSG00000082258","ENST00000452839",0,"905","CCNT2","cyclin T2"
"1",153679151,153679550,400,"*","*",-0.133266649,"Promoter (<=1kb)",1,153678688,153693992,15305,1,"ENSG00000169418","ENST00000368680",463,"4881","NPR1","natriuretic peptide receptor 1"
"10",102834971,102835370,400,"*","*",-0.133306528,"Promoter (1-2kb)",10,102830605,102836772,6168,2,"ENSG00000148795","ENST00000640633",1402,"1586","CYP17A1","cytochrome P450 family 17 subfamily A member 1"
"2",73836199,73836598,400,"*","*",-0.133451459,"Intron (ENST00000339566/ENSG00000124356, intron 2 of 9)",2,73830857,73867152,36296,1,"ENSG00000124356","ENST00000683902",5342,"10617","STAMBP","STAM binding protein"
"17",16909483,16909882,400,"*","*",-0.133586053,"Distal Intergenic",17,16893198,16893429,232,2,"ENSG00000265853","ENST00000581889",-16054,NA,NA,NA
"16",81695930,81696329,400,"*","*",-0.133763217,"Promoter (<=1kb)",16,81695437,81698121,2685,1,"ENSG00000153815","ENST00000623842",493,"80790","CMIP","c-Maf inducing protein"
"21",46124128,46124527,400,"*","*",-0.133852682,"Intron (ENST00000300527/ENSG00000142173, intron 21 of 27)",21,46120560,46125894,5335,1,"ENSG00000142173","ENST00000413758",3568,"1292","COL6A2","collagen type VI alpha 2 chain"
"4",1592756,1593155,400,"*","*",-0.134033343,"Distal Intergenic",4,1574062,1580527,6466,2,"ENSG00000244459","ENST00000466692",-12229,NA,NA,NA
"9",127815058,127815457,400,"*","*",-0.134124525,"Promoter (<=1kb)",9,127816066,127822520,6455,1,"ENSG00000225032","ENST00000439298",-609,"102723566","LOC102723566","uncharacterized LOC102723566"
"22",36368460,36368859,400,"*","*",-0.09830586,"Promoter (1-2kb)",22,36324287,36370610,46324,2,"ENSG00000100345","ENST00000688137",1751,"4627","MYH9","myosin heavy chain 9"
"15",44430144,44430543,400,"*","*",-0.363556628,"Promoter (2-3kb)",15,44427814,44484314,56501,1,"ENSG00000137770","ENST00000558968",2330,"51496","CTDSPL2","CTD small phosphatase like 2"
"12",57478078,57478477,400,"*","*",0.126746587,"Promoter (<=1kb)",12,57472270,57478198,5929,2,"ENSG00000123329","ENST00000430041",0,"64333","ARHGAP9","Rho GTPase activating protein 9"
"19",10811817,10812216,400,"*","*",0.126822633,"Promoter (2-3kb)",19,10809208,10824806,15599,1,"ENSG00000079805","ENST00000590787",2609,"1785","DNM2","dynamin 2"
"15",40339491,40339890,400,"*","*",0.126905862,"Promoter (<=1kb)",15,40337850,40340042,2193,2,"ENSG00000188549","ENST00000560922",152,"388115","CCDC9B","coiled-coil domain containing 9B"
"4",49108261,49108660,400,"*","*",0.126895393,"Distal Intergenic",4,49028692,49031276,2585,1,"ENSG00000109182","ENST00000507372",79569,"80157","CWH43","cell wall biogenesis 43 C-terminal homolog"
"5",35617585,35617984,400,"*","*",0.126883825,"Promoter (<=1kb)",5,35617844,35671575,53732,1,"ENSG00000152582","ENST00000282469",0,"79925","SPEF2","sperm flagellar 2"
"17",57804230,57804629,400,"*","*",-0.192259757,"Intron (ENST00000581805/ENSG00000265542, intron 2 of 2)",17,57789449,57789732,284,1,"ENSG00000222976","ENST00000411044",14781,"106480365","RN7SKP94","RN7SK pseudogene 94"
"3",13879283,13879682,400,"*","*",0.141172956,"Promoter (<=1kb)",3,13816258,13880071,63814,2,"ENSG00000154764","ENST00000285018",389,"7476","WNT7A","Wnt family member 7A"
"8",140614779,140615178,400,"*","*",0.141269209,"Intron (ENST00000220592/ENSG00000123908, intron 1 of 18)",8,140572902,140605888,32987,2,"ENSG00000123908","ENST00000524328",-8891,"27161","AGO2","argonaute RISC catalytic component 2"
"15",82771598,82771997,400,"*","*",0.141345664,"Intron (ENST00000334574/ENSG00000186628, intron 7 of 12)",15,82755945,82756071,127,1,"ENSG00000277864","ENST00000516881",15653,"677778","SCARNA15","small Cajal body-specific RNA 15"
"4",182799505,182799904,400,"*","*",0.141382117,"Exon (ENST00000511685/ENSG00000218336, exon 28 of 28)",4,182772565,182773931,1367,2,"ENSG00000248694","ENST00000513255",-25574,NA,NA,NA
"1",17185140,17185539,400,"*","*",0.141482637,"Distal Intergenic",1,17189783,17197617,7835,1,"ENSG00000204362","ENST00000412427",-4244,"400743","LINC02783","long intergenic non-protein coding RNA 2783"
"19",43676063,43676462,400,"*","*",-0.192563346,"Distal Intergenic",19,43648580,43670547,21968,2,"ENSG00000011422","ENST00000221264",-5516,"5329","PLAUR","plasminogen activator, urokinase receptor"
"22",30054617,30055016,400,"*","*",-0.192124951,"Intron (ENST00000429350/ENSG00000227117, intron 1 of 4)",22,30046276,30047193,918,2,"ENSG00000227201","ENST00000453616",-7424,NA,NA,NA
"5",68446403,68446802,400,"*","*",-0.192427222,"Distal Intergenic",5,68430427,68434481,4055,2,"ENSG00000248884","ENST00000507733",-11922,NA,NA,NA
"11",122765747,122766146,400,"*","*",-0.191976736,"Exon (ENST00000649590/ENSG00000285909, exon 2 of 7)",11,122774096,122789308,15213,1,"ENSG00000154127","ENST00000530917",-7950,"84959","UBASH3B","ubiquitin associated and SH3 domain containing B"
"12",108473370,108473769,400,"*","*",-0.191538526,"Promoter (<=1kb)",12,108459425,108473689,14265,2,"ENSG00000247213","ENST00000551889",0,"102723562","LINC01498","long intergenic non-protein coding RNA 1498"
"16",14013031,14013430,400,"*","*",-0.191538526,"Promoter (2-3kb)",16,14013031,14016001,2971,2,"ENSG00000262097","ENST00000576797",2571,NA,NA,NA
"21",36465009,36465408,400,"*","*",-0.191538526,"Promoter (1-2kb)",21,36460621,36466441,5821,2,"ENSG00000159261","ENST00000399139",1033,"23562","CLDN14","claudin 14"
"10",29270124,29270523,400,"*","*",-0.190881577,"Distal Intergenic",10,29289061,29311228,22168,1,"ENSG00000120563","ENST00000375500",-18538,"84569","LYZL1","lysozyme like 1"
"12",19618704,19619103,400,"*","*",-0.191814666,"Intron (ENST00000512223/ENSG00000139154, intron 4 of 4)",12,19582317,19583274,958,1,"ENSG00000287074","ENST00000669833",36387,NA,NA,NA
"3",127616512,127616911,400,"*","*",-0.191112447,"Promoter (<=1kb)",3,127616978,127617821,844,1,"ENSG00000073111","ENST00000473785",-67,"4171","MCM2","minichromosome maintenance complex component 2"
"12",123649968,123650367,400,"*","*",-0.190698352,"Promoter (<=1kb)",12,123649068,123650485,1418,1,"ENSG00000279953","ENST00000623229",900,NA,NA,NA
"4",74138772,74139171,400,"*","*",-0.190698352,"Intron (ENST00000429519/ENSG00000163738, intron 3 of 9)",4,74125438,74242197,116760,1,"ENSG00000163738","ENST00000433372",13334,"441024","MTHFD2L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"7",28642780,28643179,400,"*","*",-0.190698352,"Intron (ENST00000396299/ENSG00000146592, intron 4 of 9)",7,28615097,28615888,792,2,"ENSG00000225286","ENST00000454851",-26892,"100270911","RPS2P30","ribosomal protein S2 pseudogene 30"
"11",9657870,9658269,400,"*","*",-0.190926499,"Promoter (2-3kb)",11,9660438,9660920,483,1,"ENSG00000239470","ENST00000472300",-2169,"387753","RPL21P97","ribosomal protein L21 pseudogene 97"
"2",18675963,18676362,400,"*","*",-0.190926499,"Distal Intergenic",2,18562932,18589572,26641,2,"ENSG00000185013","ENST00000406971",-86391,"93034","NT5C1B","5'-nucleotidase, cytosolic IB"
"3",58659150,58659549,400,"*","*",-0.190926499,"Promoter (1-2kb)",3,58637142,58657766,20625,2,"ENSG00000198643","ENST00000483787",-1384,"131177","FAM3D","FAM3 metabolism regulating signaling molecule D"
"5",6720204,6720603,400,"*","*",-0.190926499,"Intron (ENST00000230859/ENSG00000112941, intron 1 of 12)",5,6714789,6755030,40242,1,"ENSG00000112941","ENST00000631941",5415,"11044","TENT4A","terminal nucleotidyltransferase 4A"
"10",112393367,112393766,400,"*","*",-0.191175837,"Intron (ENST00000354655/ENSG00000197142, intron 1 of 20)",10,112395813,112409458,13646,2,"ENSG00000232934","ENST00000627339",15692,NA,NA,NA
"1",159437744,159438143,400,"*","*",-0.190500781,"Promoter (<=1kb)",1,159437845,159443078,5234,1,"ENSG00000196184","ENST00000642080",0,"26476","OR10J1","olfactory receptor family 10 subfamily J member 1"
"22",48241022,48241421,400,"*","*",-0.190087112,"Distal Intergenic",22,48254903,48259116,4214,2,"ENSG00000285707","ENST00000648313",17695,NA,NA,NA
"18",76637753,76638152,400,"*","*",-0.190972362,"Promoter (<=1kb)",18,76622781,76638708,15928,2,"ENSG00000266312","ENST00000661700",556,NA,NA,NA
"1",36629533,36629932,400,"*","*",-0.189685346,"Promoter (<=1kb)",1,36630335,36630857,523,1,"ENSG00000230214","ENST00000453860",-403,"100462786","FTLP18","ferritin light chain pseudogene 18"
"15",80267364,80267763,400,"*","*",-0.189685346,"Intron (ENST00000558913/ENSG00000259361, intron 2 of 2)",15,80195481,80252213,56733,2,"ENSG00000259417","ENST00000560778",-15151,"100996492","CTXND1","cortexin domain containing 1"
"2",134075481,134075880,400,"*","*",-0.189685346,"Distal Intergenic",2,134119983,134254606,134624,1,"ENSG00000152127","ENST00000481801",-44103,"4249","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"
"19",19405291,19405690,400,"*","*",-0.089469823,"Promoter (<=1kb)",19,19405675,19508932,103258,1,"ENSG00000167491","ENST00000683918",0,"54815","GATAD2A","GATA zinc finger domain containing 2A"
"11",10832241,10832640,400,"*","*",-0.523462966,"Intron (ENST00000525350/ENSG00000236287, intron 3 of 4)",11,10813006,10826582,13577,2,"ENSG00000236287","ENST00000533903",-5659,"58486","ZBED5","zinc finger BED-type containing 5"
"11",131253617,131254016,400,"*","*",-0.523462966,"Promoter (<=1kb)",11,131253446,131350917,97472,1,"ENSG00000231698","ENST00000606885",171,NA,NA,NA
"13",98673138,98673537,400,"*","*",-0.189450045,"Promoter (1-2kb)",13,98671980,98672278,299,1,"ENSG00000243366","ENST00000476209",1158,"106480938","RN7SL60P","RNA, 7SL, cytoplasmic 60, pseudogene"
"12",99647810,99648209,400,"*","*",-0.188659539,"Promoter (<=1kb)",12,99647753,99650114,2362,1,"ENSG00000180219","ENST00000324341",57,"196472","GARIN6","golgi associated RAB2 interactor family member 6"
"11",87764089,87764488,400,"*","*",-0.189199186,"Distal Intergenic",11,87718667,87721233,2567,2,"ENSG00000279341","ENST00000624168",-42856,NA,NA,NA
"20",42161368,42161767,400,"*","*",-0.189199186,"3' UTR",20,42014034,42015478,1445,2,"ENSG00000228959","ENST00000412348",-145890,NA,NA,NA
"6",28586217,28586616,400,"*","*",-0.189199186,"Promoter (<=1kb)",6,28585206,28586524,1319,2,"ENSG00000232040","ENST00000526291",0,"114821","SCAND3","SCAN domain containing 3"
"5",95973177,95973576,400,"*","*",-0.188786702,"Promoter (<=1kb)",5,95973041,95973446,406,2,"ENSG00000213716","ENST00000515537",0,"100288964","FABP5P5","fatty acid binding protein 5 pseudogene 5"
"10",31742366,31742765,400,"*","*",-0.352940413,"Distal Intergenic",10,31756042,31756136,95,2,"ENSG00000222412","ENST00000410480",13371,NA,NA,NA
"1",117694870,117695269,400,"*","*",-0.188386251,"Distal Intergenic",1,117700029,117700242,214,2,"ENSG00000270719","ENST00000605704",4973,NA,NA,NA
"17",937094,937493,400,"*","*",-0.188932335,"Intron (ENST00000336868/ENSG00000167693, intron 1 of 7)",17,929956,933413,3458,2,"ENSG00000167693","ENST00000576991",-3681,"64359","NXN","nucleoredoxin"
"9",35943556,35943955,400,"*","*",-0.18909728,"Promoter (<=1kb)",9,35943210,35943934,725,2,"ENSG00000225639","ENST00000436071",0,NA,NA,NA
"17",59424847,59425246,400,"*","*",-0.188096639,"Exon (ENST00000665301/ENSG00000265313, exon 3 of 3)",17,59400488,59403303,2816,2,"ENSG00000266002","ENST00000585190",-21544,NA,NA,NA
"19",16705044,16705443,400,"*","*",-0.188096639,"Distal Intergenic",19,16712317,16712434,118,1,"ENSG00000269419","ENST00000599446",-6874,NA,NA,NA
"6",6792780,6793179,400,"*","*",-0.187697011,"Promoter (2-3kb)",6,6794915,6795402,488,2,"ENSG00000219986","ENST00000407097",2223,NA,NA,NA
"9",15835478,15835877,400,"*","*",0.526241279,"Intron (ENST00000380701/ENSG00000164989, intron 21 of 25)",9,15845639,15971897,126259,1,"ENSG00000164989","ENST00000470191",-9762,"203238","CCDC171","coiled-coil domain containing 171"
"14",101781574,101781973,400,"*","*",-0.130537301,"Intron (ENST00000422945/ENSG00000078304, intron 2 of 15)",14,101786111,101797701,11591,1,"ENSG00000078304","ENST00000553554",-4138,"5527","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma"
"12",121672483,121672882,400,"*","*",-0.130640081,"Promoter (<=1kb)",12,121651392,121672631,21240,2,"ENSG00000139714","ENST00000542364",0,"283385","MORN3","MORN repeat containing 3"
"8",144371907,144372306,400,"*","*",-0.130800352,"Promoter (<=1kb)",8,144373101,144391064,17964,1,"ENSG00000173137","ENST00000534714",-795,"203054","ADCK5","aarF domain containing kinase 5"
"10",43214278,43214677,400,"*","*",-0.131105397,"Intron (ENST00000374459/ENSG00000198915, intron 1 of 12)",10,43196093,43209184,13092,2,"ENSG00000198915","ENST00000395809",-5094,"221002","RASGEF1A","RasGEF domain family member 1A"
"1",34852678,34853077,400,"*","*",-0.131364642,"Promoter (1-2kb)",1,34850694,34851555,862,1,"ENSG00000230163","ENST00000429293",1984,NA,NA,NA
"16",15597670,15598069,400,"*","*",-0.131364642,"Promoter (1-2kb)",16,15596767,15599171,2405,2,"ENSG00000166783","ENST00000551579",1102,"9665","MARF1","meiosis regulator and mRNA stability factor 1"
"10",97866708,97867107,400,"*","*",-0.131265287,"Promoter (<=1kb)",10,97866231,97871580,5350,1,"ENSG00000155265","ENST00000423054",477,"401647","GOLGA7B","golgin A7 family member B"
"17",32256683,32257082,400,"*","*",-0.131417122,"Distal Intergenic",17,32258615,32265404,6790,2,"ENSG00000287506","ENST00000653149",8322,NA,NA,NA
"15",101592314,101592713,400,"*","*",-0.188213439,"Distal Intergenic",15,101580893,101581556,664,2,"ENSG00000259695","ENST00000560214",-10758,NA,NA,NA
"1",20331003,20331402,400,"*","*",-0.186980716,"Promoter (1-2kb)",1,20332915,20354251,21337,1,"ENSG00000158816","ENST00000467486",-1513,"127731","VWA5B1","von Willebrand factor A domain containing 5B1"
