seqnames,start,end,width,log2FC,seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENTREZID,SYMBOL,GENENAME
8,54453750,54454150,*,-0.485111016,8,54453751,54454150,400,*,*,-0.485111016,Distal Intergenic,8,54457935,54460892,2958,1,ENSG00000164736,ENST00000297316,-3785,64321,SOX17,SRY-box transcription factor 17
13,112116303,112116703,*,-0.571303383,13,112116304,112116703,400,*,*,-0.571303383,Distal Intergenic,13,112107119,112108015,897,1,ENSG00000224243,ENST00000421423,9185,100505996,SOX1-OT,SOX1 overlapping transcript
13,112141712,112142112,*,0.417123119,13,112141713,112142112,400,*,*,0.417123119,Distal Intergenic,13,112107119,112108015,897,1,ENSG00000224243,ENST00000421423,34594,100505996,SOX1-OT,SOX1 overlapping transcript
11,16607639,16608039,*,0.951065285,11,16607640,16608039,400,*,*,0.951065285,Promoter (<=1kb),11,16465781,16607727,141947,2,ENSG00000110693,ENST00000525835,0,55553,SOX6,SRY-box transcription factor 6
8,10735484,10735884,*,0.976883053,8,10735485,10735884,400,*,*,0.976883053,"Intron (ENST00000506149/ENSG00000248896, intron 1 of 2)",8,10723768,10730511,6744,2,ENSG00000171056,ENST00000304501,-4974,83595,SOX7,SRY-box transcription factor 7
19,51702251,51702651,*,-0.463626558,19,51702252,51702651,400,*,*,-0.463626558,Promoter (<=1kb),19,51702536,51705175,2640,1,ENSG00000182310,ENST00000572160,0,147650,SPACA6,sperm acrosome associated 6
4,87539959,87540359,*,0.76403824,4,87539960,87540359,400,*,*,0.76403824,Distal Intergenic,4,87494369,87531061,36693,2,ENSG00000152583,ENST00000509407,-8899,8404,SPARCL1,SPARC like 1
4,52242604,52243004,*,-0.812006549,4,52242605,52243004,400,*,*,-0.812006549,Distal Intergenic,4,52078344,52079900,1557,1,ENSG00000163071,ENST00000510549,164261,132671,SPATA18,spermatogenesis associated 18
20,49901306,49901706,*,0.603893644,20,49901307,49901706,400,*,*,0.603893644,Distal Intergenic,20,49903394,49913739,10346,2,ENSG00000158480,ENST00000422556,12033,9825,SPATA2,spermatogenesis associated 2
17,3506133,3506533,*,-0.48500967,17,3506134,3506533,400,*,*,-0.48500967,"Intron (ENST00000541913/ENSG00000141255, intron 1 of 8)",17,3469317,3513768,44452,2,ENSG00000141255,ENST00000570318,7235,84690,SPATA22,spermatogenesis associated 22
15,45403278,45403678,*,-1.016564535,15,45403279,45403678,400,*,*,-1.016564535,Promoter (<=1kb),15,45402375,45421327,18953,1,ENSG00000171763,ENST00000531970,904,79029,SPATA5L1,spermatogenesis associated 5 like 1
19,48623982,48624382,*,-0.601417522,19,48623983,48624382,400,*,*,-0.601417522,Promoter (<=1kb),19,48624006,48630717,6712,1,ENSG00000063176,ENST00000597434,0,56848,SPHK2,sphingosine kinase 2
11,63826174,63826574,*,-0.938836051,11,63826175,63826574,400,*,*,-0.938836051,"Intron (ENST00000294244/ENSG00000168005, intron 5 of 5)",11,63818947,63823261,4315,1,ENSG00000168005,ENST00000535820,7228,144097,SPINDOC,spindlin interactor and repressor of chromatin binding
16,29652777,29653177,*,-0.466456365,16,29652778,29653177,400,*,*,-0.466456365,Distal Intergenic,16,29662979,29665527,2549,1,ENSG00000197471,ENST00000395389,-9802,6693,SPN,sialophorin
5,137397217,137397617,*,1.065431429,5,137397218,137397617,400,*,*,1.065431429,"Intron (ENST00000394945/ENSG00000152377, intron 2 of 10)",5,137267015,137365461,98447,2,ENSG00000152377,ENST00000509293,-31757,6695,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
17,49600246,49600646,*,-0.423517393,17,49600247,49600646,400,*,*,-0.423517393,Promoter (<=1kb),17,49599497,49601631,2135,2,ENSG00000121067,ENST00000572686,985,8405,SPOP,speckle type BTB/POZ protein
13,77659942,77660342,*,0.583086524,13,77659943,77660342,400,*,*,0.583086524,Promoter (<=1kb),13,77659413,77659664,252,1,ENSG00000227922,ENST00000450718,530,100874512,SPTLC1P5,serine palmitoyltransferase long chain base subunit 1 pseudogene 5
8,125024640,125025040,*,0.796645726,8,125024641,125025040,400,*,*,0.796645726,"Exon (ENST00000519042/ENSG00000164961, exon 3 of 3)",8,125017942,125019113,1172,1,ENSG00000104549,ENST00000518604,6699,6713,SQLE,squalene epoxidase
3,9070664,9071064,*,-0.938819439,3,9070665,9071064,400,*,*,-0.938819439,"Intron (ENST00000383836/ENSG00000196220, intron 4 of 21)",3,9060231,9065530,5300,2,ENSG00000196220,ENST00000480750,-5135,9901,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
16,4238050,4238450,*,0.584113194,16,4238051,4238450,400,*,*,0.584113194,Promoter (1-2kb),16,4191810,4239743,47934,2,ENSG00000185739,ENST00000537996,1293,6345,SRL,sarcalumenin
8,62937822,62938222,*,0.426225761,8,62937823,62938222,400,*,*,0.426225761,"Intron (ENST00000674732/ENSG00000185942, intron 6 of 6)",8,62863082,62864181,1100,2,ENSG00000253431,ENST00000523408,-73642,100419416,SRPK2P,SRSF protein kinase 2 pseudogene
16,2762900,2763300,*,1.221395857,16,2762901,2763300,400,*,*,1.221395857,Promoter (<=1kb),16,2763867,2765368,1502,1,ENSG00000167978,ENST00000576674,-567,23524,SRRM2,serine/arginine repetitive matrix 2
3,42590552,42590952,*,-0.500762509,3,42590553,42590952,400,*,*,-0.500762509,Promoter (<=1kb),3,42590860,42596934,6075,1,ENSG00000008324,ENST00000011691,0,51188,SS18L2,SS18 like 2
12,26114097,26114497,*,-0.536221136,12,26114098,26114497,400,*,*,-0.536221136,Distal Intergenic,12,26121991,26231014,109024,1,ENSG00000123096,ENST00000538142,-7494,8082,SSPN,sarcospan
1,156025056,156025456,*,0.451694603,1,156025057,156025456,400,*,*,0.451694603,"Exon (ENST00000650235/ENSG00000285677, exon 3 of 4)",1,156009048,156020951,11904,2,ENSG00000163479,ENST00000295702,-4106,6746,SSR2,signal sequence receptor subunit 2
3,156601360,156601760,*,1.445944571,3,156601361,156601760,400,*,*,1.445944571,Distal Intergenic,3,156542821,156555149,12329,2,ENSG00000114850,ENST00000467789,-46212,6747,SSR3,signal sequence receptor subunit 3
21,45053761,45054161,*,1.032423789,21,45053762,45054161,400,*,*,1.032423789,Distal Intergenic,21,45071828,45072239,412,2,ENSG00000235374,ENST00000415143,18078,728039,SSR4P1,signal sequence receptor subunit 4 pseudogene 1
1,1551880,1552280,*,0.606704679,1,1551881,1552280,400,*,*,0.606704679,"Intron (ENST00000291386/ENSG00000160075, intron 2 of 4)",1,1541674,1546487,4814,2,ENSG00000160075,ENST00000378726,-5394,29101,SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase"
1,76074464,76074864,*,-0.54789749,1,76074465,76074864,400,*,*,-0.54789749,Promoter (<=1kb),1,76074746,76634603,559858,1,ENSG00000184005,ENST00000328299,0,256435,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
18,46702609,46703009,*,0.867300965,18,46702610,46703009,400,*,*,0.867300965,"Intron (ENST00000538168/ENSG00000101638, intron 3 of 7)",18,46680368,46688981,8614,2,ENSG00000101638,ENST00000587428,-13629,29906,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
10,17350044,17350444,*,0.426385628,10,17350045,17350444,400,*,*,0.426385628,"Intron (ENST00000377602/ENSG00000148488, intron 4 of 7)",10,17318383,17327109,8727,2,ENSG00000148488,ENST00000440449,-22936,338596,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
X,123999381,123999781,*,-0.466469008,X,123999382,123999781,400,*,*,-0.466469008,"Intron (ENST00000394477/ENSG00000101972, intron 1 of 3)",23,123963170,124037585,74416,1,ENSG00000101972,ENST00000394478,36212,10735,STAG2,stromal antigen 2
15,42632874,42633274,*,-0.76646136,15,42632875,42633274,400,*,*,-0.76646136,"Intron (ENST00000290607/ENSG00000159433, intron 3 of 32)",15,42629842,42670050,40209,1,ENSG00000159433,ENST00000568493,3033,57519,STARD9,StAR related lipid transfer domain containing 9
17,42388399,42388799,*,-0.558900677,17,42388400,42388799,400,*,*,-0.558900677,Promoter (<=1kb),17,42313324,42388442,75119,2,ENSG00000168610,ENST00000264657,0,6774,STAT3,signal transducer and activator of transcription 3
11,3953726,3954126,*,0.428153204,11,3953727,3954126,400,*,*,0.428153204,"Intron (ENST00000525403/ENSG00000167323, intron 1 of 4)",11,3947343,4055565,108223,1,ENSG00000167323,ENST00000532990,6384,6786,STIM1,stromal interaction molecule 1
13,98586370,98586770,*,1.278631841,13,98586371,98586770,400,*,*,1.278631841,Distal Intergenic,13,98474861,98577940,103080,2,ENSG00000102572,ENST00000491878,-8431,8428,STK24,serine/threonine kinase 24
X,132010475,132010875,*,0.595034781,X,132010476,132010875,400,*,*,0.595034781,Distal Intergenic,23,132023302,132074461,51160,1,ENSG00000134602,ENST00000481105,-12427,51765,STK26,serine/threonine kinase 26
9,85502868,85503268,*,-1.002302286,9,85502869,85503268,400,*,*,-1.002302286,Distal Intergenic,9,85492579,85494094,1516,1,ENSG00000227412,ENST00000423835,10290,553118,STK33P1,serine/threonine kinase 33 pseudogene 1
9,85510903,85511303,*,-0.571303102,9,85510904,85511303,400,*,*,-0.571303102,Distal Intergenic,9,85492579,85494094,1516,1,ENSG00000227412,ENST00000423835,18325,553118,STK33P1,serine/threonine kinase 33 pseudogene 1
20,63653671,63654071,*,-0.884468648,20,63653672,63654071,400,*,*,-0.884468648,Promoter (<=1kb),20,63639712,63653424,13713,2,ENSG00000197457,ENST00000370053,-248,50861,STMN3,stathmin 3
10,103912415,103912815,*,-0.547741429,10,103912416,103912815,400,*,*,-0.547741429,"Intron (ENST00000224950/ENSG00000107960, intron 2 of 9)",10,103882555,103917669,35115,2,ENSG00000107960,ENST00000369764,4854,79991,STN1,STN1 subunit of CST complex
14,81292528,81292928,*,-0.888439804,14,81292529,81292928,400,*,*,-0.888439804,"Intron (ENST00000614646/ENSG00000140022, intron 5 of 7)",14,81270429,81278818,8390,2,ENSG00000140022,ENST00000555284,-13711,85439,STON2,stonin 2
2,36966522,36966922,*,-0.49846731,2,36966523,36966922,400,*,*,-0.49846731,Promoter (<=1kb),2,36837698,36966536,128839,2,ENSG00000115808,ENST00000263918,0,6801,STRN,striatin
1,27772948,27773348,*,-0.476222756,1,27772949,27773348,400,*,*,-0.476222756,Promoter (<=1kb),1,27773219,27824443,51225,1,ENSG00000117758,ENST00000373943,0,23673,STX12,syntaxin 12
4,4449428,4449828,*,-1.06530774,4,4449429,4449828,400,*,*,-1.06530774,"Intron (ENST00000505286/ENSG00000168818, intron 5 of 10)",4,4419943,4461937,41995,2,ENSG00000168818,ENST00000503861,12109,53407,STX18,syntaxin 18
6,147344480,147344880,*,-0.81005729,6,147344481,147344880,400,*,*,-0.81005729,"Intron (ENST00000321680/ENSG00000164506, intron 21 of 27)",6,147327201,147363608,36408,1,ENSG00000164506,ENST00000392291,17280,134957,STXBP5,syntaxin binding protein 5
13,48037560,48037960,*,-0.867133706,13,48037561,48037960,400,*,*,-0.867133706,Promoter (<=1kb),13,47942689,48037942,95254,2,ENSG00000136143,ENST00000646804,0,8803,SUCLA2,succinate-CoA ligase ADP-forming subunit beta
3,67680060,67680460,*,-0.533959097,3,67680061,67680460,400,*,*,-0.533959097,"Intron (ENST00000665078/ENSG00000241316, intron 3 of 3)",3,67668247,67750669,82423,1,ENSG00000241316,ENST00000496640,11814,101927111,SUCLG2-DT,SUCLG2 divergent transcript
19,19320340,19320740,*,-0.694308949,19,19320341,19320740,400,*,*,-0.694308949,Promoter (<=1kb),19,19276033,19320509,44477,2,ENSG00000105705,ENST00000247001,0,57794,SUGP1,SURP and G-patch domain containing 1
2,108307979,108308379,*,1.140542722,2,108307980,108308379,400,*,*,1.140542722,3' UTR,2,108298973,108308713,9741,1,ENSG00000198203,ENST00000495441,9007,6819,SULT1C2,sulfotransferase family 1C member 2
2,108316558,108316958,*,0.444343513,2,108316559,108316958,400,*,*,0.444343513,Promoter (<=1kb),2,108317725,108318611,887,1,ENSG00000261209,ENST00000562517,-767,106480333,SULT1C2P2,"sulfotransferase family, cytosolic, 1C, member 2 pseudogene 2"
10,69199673,69200073,*,0.477884833,10,69199674,69200073,400,*,*,0.477884833,"Intron (ENST00000359655/ENSG00000156502, intron 10 of 14)",10,69207776,69209099,1324,1,ENSG00000156502,ENST00000497254,-7703,6832,SUPV3L1,Suv3 like RNA helicase
11,9712959,9713359,*,-0.445985213,11,9712960,9713359,400,*,*,-0.445985213,"Intron (ENST00000447399/ENSG00000133789, intron 2 of 10)",11,9720066,9738259,18194,1,ENSG00000133789,ENST00000534662,-6707,23075,SWAP70,switching B cell complex subunit SWAP70
14,64215382,64215782,*,0.490453256,14,64215383,64215782,400,*,*,0.490453256,Promoter (<=1kb),14,64215432,64226430,10999,1,ENSG00000054654,ENST00000441438,0,23224,SYNE2,spectrin repeat containing nuclear envelope protein 2
14,95432776,95433176,*,0.86141219,14,95432777,95433176,400,*,*,0.86141219,"Intron (ENST00000557275/ENSG00000176438, intron 15 of 16)",14,95417604,95456189,38586,2,ENSG00000176438,ENST00000554873,23013,161176,SYNE3,spectrin repeat containing nuclear envelope family member 3
16,1992231,1992631,*,-0.561647661,16,1992232,1992631,400,*,*,-0.561647661,Promoter (<=1kb),16,1992463,1993298,836,1,ENSG00000127561,ENST00000564642,0,9143,SYNGR3,synaptogyrin 3
16,1992976,1993376,*,-0.413329396,16,1992977,1993376,400,*,*,-0.413329396,Promoter (<=1kb),16,1992463,1993298,836,1,ENSG00000127561,ENST00000564642,514,9143,SYNGR3,synaptogyrin 3
6,158042295,158042695,*,-0.622221355,6,158042296,158042695,400,*,*,-0.622221355,"Intron (ENST00000355585/ENSG00000078269, intron 4 of 26)",6,158033490,158063872,30383,1,ENSG00000078269,ENST00000485863,8806,8871,SYNJ2,synaptojanin 2
5,150641232,150641632,*,-1.00241349,5,150641233,150641632,400,*,*,-1.00241349,Promoter (<=1kb),5,150640678,150652337,11660,1,ENSG00000171992,ENST00000519664,555,11346,SYNPO,synaptopodin
7,106111984,106112384,*,-0.475862843,7,106111985,106112384,400,*,*,-0.475862843,Promoter (<=1kb),7,106090505,106112312,21808,2,ENSG00000008282,ENST00000455385,0,6856,SYPL1,synaptophysin like 1
1,209898911,209899311,*,0.584414223,1,209898912,209899311,400,*,*,0.584414223,Promoter (1-2kb),1,209900923,209952756,51834,1,ENSG00000143469,ENST00000652023,-1612,255928,SYT14,synaptotagmin 14
1,209888973,209889373,*,-0.435632196,1,209888974,209889373,400,*,*,-0.435632196,Distal Intergenic,1,209900923,209952756,51834,1,ENSG00000143469,ENST00000652023,-11550,255928,SYT14,synaptotagmin 14
X,100741056,100741456,*,-0.721224397,X,100741057,100741456,400,*,*,-0.721224397,Distal Intergenic,23,100671783,100732123,60341,2,ENSG00000102362,ENST00000685623,-8934,94121,SYTL4,synaptotagmin like 4
1,16366903,16367303,*,-0.665661745,1,16366904,16367303,400,*,*,-0.665661745,Promoter (<=1kb),1,16367088,16395406,28319,1,ENSG00000055070,ENST00000471507,0,26099,SZRD1,SUZ RNA binding domain containing 1
17,63600720,63601120,*,-0.769674532,17,63600721,63601120,400,*,*,-0.769674532,Promoter (<=1kb),17,63600882,63608364,7483,1,ENSG00000136463,ENST00000581120,0,51204,TACO1,translational activator of cytochrome c oxidase I
1,28643012,28643412,*,-0.554912813,1,28643013,28643412,400,*,*,-0.554912813,Promoter (<=1kb),1,28587829,28643104,55276,2,ENSG00000120656,ENST00000685589,0,6883,TAF12,TATA-box binding protein associated factor 12
1,28617701,28618101,*,-0.765742122,1,28617702,28618101,400,*,*,-0.765742122,Promoter (2-3kb),1,28603227,28615605,12379,2,ENSG00000120656,ENST00000688425,-2097,6883,TAF12,TATA-box binding protein associated factor 12
X,101266150,101266550,*,-0.422655937,X,101266151,101266550,400,*,*,-0.422655937,Distal Intergenic,23,101268257,101287805,19549,2,ENSG00000102387,ENST00000324762,21255,54457,TAF7L,TATA-box binding protein associated factor 7 like
12,62248943,62249343,*,0.901098191,12,62248944,62249343,400,*,*,0.901098191,"Intron (ENST00000551619/ENSG00000198673, intron 1 of 5)",12,61708274,62258823,550550,2,ENSG00000198673,ENST00000551619,9480,338811,TAFA2,TAFA chemokine like family member 2
12,61848837,61849237,*,-0.532434766,12,61848838,61849237,400,*,*,-0.532434766,"Intron (ENST00000416284/ENSG00000198673, intron 2 of 4)",12,61708277,61827233,118957,2,ENSG00000198673,ENST00000550003,-21605,338811,TAFA2,TAFA chemokine like family member 2
22,48645772,48646172,*,0.512007461,22,48645773,48646172,400,*,*,0.512007461,"Intron (ENST00000402357/ENSG00000219438, intron 1 of 3)",22,48693247,48750408,57162,1,ENSG00000219438,ENST00000406880,-47075,25817,TAFA5,TAFA chemokine like family member 5
1,159923113,159923513,*,0.53984782,1,159923114,159923513,400,*,*,0.53984782,Promoter (<=1kb),1,159918107,159923717,5611,2,ENSG00000158710,ENST00000368096,204,8407,TAGLN2,transgelin 2
2,161097681,161098081,*,-0.66380661,2,161097682,161098081,400,*,*,-0.66380661,"Intron (ENST00000425470/ENSG00000224467, intron 2 of 2)",2,161136908,161236187,99280,1,ENSG00000136560,ENST00000259075,-38827,10010,TANK,TRAF family member associated NFKB activator
12,11130514,11130914,*,-0.736250145,12,11130515,11130914,400,*,*,-0.736250145,"Intron (ENST00000536668/ENSG00000275778, intron 1 of 9)",12,11132958,11134644,1687,2,ENSG00000256188,ENST00000539585,3730,259293,TAS2R30,taste 2 receptor member 30
3,56718812,56719212,*,0.784891418,3,56718813,56719212,400,*,*,0.784891418,Distal Intergenic,3,56620132,56683265,63134,2,ENSG00000163946,ENST00000683822,-35548,23272,TASOR,transcription activation suppressor
9,98222513,98222913,*,0.451701249,9,98222514,98222913,400,*,*,0.451701249,"Intron (ENST00000465784/ENSG00000095383, intron 5 of 12)",9,98208675,98229083,20409,2,ENSG00000095383,ENST00000493589,6170,55357,TBC1D2,TBC1 domain family member 2
2,101118690,101119090,*,0.426139513,2,101118691,101119090,400,*,*,0.426139513,"Intron (ENST00000409318/ENSG00000204634, intron 1 of 19)",2,101059452,101109963,50512,2,ENSG00000204634,ENST00000487392,-8728,11138,TBC1D8,TBC1 domain family member 8
2,101235508,101235908,*,-0.410843922,2,101235509,101235908,400,*,*,-0.410843922,"Intron (ENST00000463469/ENSG00000204634, intron 1 of 4)",2,101187824,101252855,65032,2,ENSG00000204634,ENST00000462819,16947,11138,TBC1D8,TBC1 domain family member 8
11,120991828,120992228,*,0.634830278,11,120991829,120992228,400,*,*,0.634830278,Distal Intergenic,11,121024072,121087096,63025,1,ENSG00000154114,ENST00000529397,-31844,219899,TBCEL,tubulin folding cofactor E like
12,64451839,64452239,*,-0.445952931,12,64451840,64452239,400,*,*,-0.445952931,Promoter (<=1kb),12,64452090,64502053,49964,1,ENSG00000183735,ENST00000676654,0,29110,TBK1,TANK binding kinase 1
1,118831516,118831916,*,0.861409091,1,118831517,118831916,400,*,*,0.861409091,Distal Intergenic,1,118883047,118914125,31079,2,ENSG00000092607,ENST00000449873,82209,6913,TBX15,T-box transcription factor 15
12,114393037,114393437,*,0.790844511,12,114393038,114393437,400,*,*,0.790844511,"Intron (ENST00000405440/ENSG00000089225, intron 6 of 8)",12,114366097,114403898,37802,2,ENSG00000089225,ENST00000526441,10461,6910,TBX5,T-box transcription factor 5
7,139748372,139748772,*,-0.684319891,7,139748373,139748772,400,*,*,-0.684319891,"Intron (ENST00000406875/ENSG00000064393, intron 1 of 14)",7,139777051,139789622,12572,1,ENSG00000059377,ENST00000493340,-28279,6916,TBXAS1,thromboxane A synthase 1
14,91822663,91823063,*,0.561306488,14,91822664,91823063,400,*,*,0.561306488,"Intron (ENST00000435962/ENSG00000165929, intron 1 of 11)",14,91812016,91813828,1813,2,ENSG00000165929,ENST00000554424,-8836,123036,TC2N,"tandem C2 domains, nuclear"
10,131239547,131239947,*,1.832875137,10,131239548,131239947,400,*,*,1.832875137,"Intron (ENST00000483040/ENSG00000176769, intron 1 of 11)",10,131092391,131260336,167946,2,ENSG00000176769,ENST00000483040,20389,256536,TCERG1L,transcription elongation regulator 1 like
10,131460820,131461220,*,0.426021731,10,131460821,131461220,400,*,*,0.426021731,Distal Intergenic,10,131092391,131311721,219331,2,ENSG00000176769,ENST00000368642,-149100,256536,TCERG1L,transcription elongation regulator 1 like
10,113187614,113188014,*,-1.174048047,10,113187615,113188014,400,*,*,-1.174048047,Distal Intergenic,10,113161231,113165681,4451,1,ENSG00000148737,ENST00000494353,26384,6934,TCF7L2,transcription factor 7 like 2
10,113084660,113085060,*,-0.598088024,10,113084661,113085060,400,*,*,-0.598088024,"Intron (ENST00000627217/ENSG00000148737, intron 5 of 13)",10,113125536,113146096,20561,1,ENSG00000148737,ENST00000349937,-40476,6934,TCF7L2,transcription factor 7 like 2
12,123670917,123671317,*,-0.5104718,12,123670918,123671317,400,*,*,-0.5104718,Promoter (<=1kb),12,123671110,123707997,36888,1,ENSG00000168778,ENST00000680574,0,79867,TCTN2,tectonic family member 2
8,535570,535970,*,0.976883053,8,535571,535970,400,*,*,0.976883053,"Intron (ENST00000523656/ENSG00000180190, intron 2 of 4)",8,489946,544834,54889,2,ENSG00000180190,ENST00000324079,8864,157695,TDRP,testis development related protein
11,12881720,12882120,*,0.680888928,11,12881721,12882120,400,*,*,0.680888928,Promoter (2-3kb),11,12879443,12944483,65041,1,ENSG00000187079,ENST00000526600,2278,7003,TEAD1,TEA domain transcription factor 1
4,48243486,48243886,*,-0.419394151,4,48243487,48243886,400,*,*,-0.419394151,"Intron (ENST00000381501/ENSG00000135605, intron 1 of 17)",4,48136804,48228659,91856,2,ENSG00000135605,ENST00000505452,-14828,7006,TEC,tec protein tyrosine kinase
4,64208651,64209051,*,1.175155486,4,64208652,64209051,400,*,*,1.175155486,Distal Intergenic,4,64280075,64281536,1462,2,ENSG00000205678,ENST00000511997,72485,253017,TECRL,"trans-2,3-enoyl-CoA reductase like"
17,6807782,6808182,*,-0.684358281,17,6807783,6808182,400,*,*,-0.684358281,"Intron (ENST00000571744/ENSG00000167858, intron 1 of 1)",17,6789133,6813016,23884,2,ENSG00000167858,ENST00000571744,4834,83659,TEKT1,tektin 1
11,78942732,78943132,*,-1.540390063,11,78942733,78943132,400,*,*,-1.540390063,"Intron (ENST00000278550/ENSG00000149256, intron 6 of 33)",11,78889866,78962219,72354,2,ENSG00000149256,ENST00000533013,19087,26011,TENM4,teneurin transmembrane protein 4
11,79075688,79076088,*,-0.442369806,11,79075689,79076088,400,*,*,-0.442369806,Promoter (<=1kb),11,79067903,79076393,8491,2,ENSG00000149256,ENST00000533038,305,26011,TENM4,teneurin transmembrane protein 4
5,6730347,6730747,*,-0.624879837,5,6730348,6730747,400,*,*,-0.624879837,"Intron (ENST00000230859/ENSG00000112941, intron 1 of 12)",5,6745915,6749657,3743,1,ENSG00000112941,ENST00000511764,-15168,11044,TENT4A,terminal nucleotidyltransferase 4A
12,117060294,117060694,*,-0.463992413,12,117060295,117060694,400,*,*,-0.463992413,"Intron (ENST00000335209/ENSG00000088992, intron 2 of 7)",12,117046569,117053995,7427,2,ENSG00000088992,ENST00000535198,-6300,54997,TESC,tescalcin
1,45491119,45491519,*,-0.671546431,1,45491120,45491519,400,*,*,-0.671546431,Promoter (<=1kb),1,45343883,45491163,147281,2,ENSG00000070759,ENST00000372086,0,10420,TESK2,testis associated actin remodelling kinase 2
6,50823450,50823850,*,0.49049721,6,50823451,50823850,400,*,*,0.49049721,Promoter (1-2kb),6,50821785,50823865,2081,1,ENSG00000008196,ENST00000489228,1666,7021,TFAP2B,transcription factor AP-2 beta
8,132869198,132869598,*,-0.684361862,8,132869199,132869598,400,*,*,-0.684361862,Promoter (2-3kb),8,132866958,133134899,267942,1,ENSG00000042832,ENST00000220616,2241,7038,TG,thyroglobulin
2,43595987,43596387,*,-0.656905334,2,43595988,43596387,400,*,*,-0.656905334,Promoter (<=1kb),2,43230851,43596038,365188,2,ENSG00000115970,ENST00000405975,0,63892,THADA,THADA armadillo repeat containing
2,43315547,43315947,*,-0.527130357,2,43315548,43315947,400,*,*,-0.527130357,"Intron (ENST00000407351/ENSG00000115970, intron 16 of 22)",2,43286985,43293066,6082,2,ENSG00000115970,ENST00000485018,-22482,63892,THADA,THADA armadillo repeat containing
8,42842886,42843286,*,-0.400455568,8,42842887,42843286,400,*,*,-0.400455568,Promoter (<=1kb),8,42838145,42843201,5057,2,ENSG00000131931,ENST00000529779,0,55145,THAP1,THAP domain containing 1
6,169248041,169248441,*,-0.639028427,6,169248042,169248441,400,*,*,-0.639028427,Promoter (<=1kb),6,169246065,169248680,2616,2,ENSG00000186340,ENST00000472733,239,7058,THBS2,thrombospondin 2
5,157731568,157731968,*,-0.788489011,5,157731569,157731968,400,*,*,-0.788489011,Promoter (<=1kb),5,157731420,157741449,10030,1,ENSG00000113272,ENST00000231198,149,54974,THG1L,tRNA-histidine guanylyltransferase 1 like
X,123732428,123732828,*,0.561595003,X,123732429,123732828,400,*,*,0.561595003,Promoter (<=1kb),23,123668308,123733037,64730,2,ENSG00000125676,ENST00000433883,209,57187,THOC2,THO complex subunit 2
3,24494375,24494775,*,0.479083561,3,24494376,24494775,400,*,*,0.479083561,Promoter (<=1kb),3,24152408,24494751,342344,2,ENSG00000151090,ENST00000447875,0,7068,THRB,thyroid hormone receptor beta
2,137250559,137250959,*,-1.080324682,2,137250560,137250959,400,*,*,-1.080324682,"Intron (ENST00000409968/ENSG00000144229, intron 10 of 27)",2,137155960,137170915,14956,1,ENSG00000144229,ENST00000485379,94600,80731,THSD7B,thrombospondin type 1 domain containing 7B
19,2427511,2427911,*,-0.465697488,19,2427512,2427911,400,*,*,-0.465697488,Promoter (<=1kb),19,2425625,2427586,1962,2,ENSG00000099800,ENST00000215570,0,26517,TIMM13,translocase of inner mitochondrial membrane 13
11,126290788,126291188,*,0.726912297,11,126290789,126291188,400,*,*,0.726912297,Promoter (<=1kb),11,126290856,126298845,7990,1,ENSG00000150455,ENST00000479770,0,114609,TIRAP,TIR domain containing adaptor protein
19,3708577,3708977,*,-0.527186112,19,3708578,3708977,400,*,*,-0.527186112,Promoter (<=1kb),19,3708503,3750810,42308,1,ENSG00000105289,ENST00000539908,75,27134,TJP3,tight junction protein 3
16,66537226,66537626,*,-0.508719211,16,66537227,66537626,400,*,*,-0.508719211,Promoter (<=1kb),16,66531380,66537017,5638,2,ENSG00000166548,ENST00000677497,-210,7084,TK2,thymidine kinase 2
15,70091960,70092360,*,-1.277351044,15,70091961,70092360,400,*,*,-1.277351044,Promoter (2-3kb),15,70049802,70094785,44984,2,ENSG00000140332,ENST00000654081,2425,7090,TLE3,"TLE family member 3, transcriptional corepressor"
15,70024730,70025130,*,0.477817665,15,70024731,70025130,400,*,*,0.477817665,Distal Intergenic,15,70049801,70051505,1705,2,ENSG00000140332,ENST00000559608,26375,7090,TLE3,"TLE family member 3, transcriptional corepressor"
9,79571659,79572059,*,-0.569353998,9,79571660,79572059,400,*,*,-0.569353998,Promoter (<=1kb),9,79571773,79726882,155110,1,ENSG00000106829,ENST00000376544,0,7091,TLE4,"TLE family member 4, transcriptional corepressor"
17,62478627,62479027,*,-0.583308025,17,62478628,62479027,400,*,*,-0.583308025,Promoter (<=1kb),17,62478825,62615481,136657,1,ENSG00000146872,ENST00000346027,0,11011,TLK2,tousled like kinase 2
10,96502430,96502830,*,1.825260884,10,96502431,96502830,400,*,*,1.825260884,"Intron (ENST00000357947/ENSG00000095587, intron 1 of 20)",10,96395193,96513918,118726,2,ENSG00000095587,ENST00000469598,11088,7093,TLL2,tolloid like 2
